gender,age,no_of_days_subscribed,multi_screen,mail_subscribed,weekly_mins_watched,minimum_daily_mins,maximum_daily_mins,weekly_max_night_mins,videos_watched,maximum_days,customer_support_calls,churn,churn_risk_score,engagement_score,consistency_score,night_owl_score,subscription_tenure,multi_screen_score,email_marketing_score
0,36,93,yes,yes,338.55,14.0,38.37,125,7,4,1,1,-26.92031914893617,145.37550000000002,0.36486838676049,0.36922168069709055,Mid-term,,
1,23,117,no,no,153.45,15.7,17.39,93,10,5,3,0,-32.36008474576271,69.34349999999999,0.9028177113283495,0.6060606060606061,Mid-term,,
1,22,120,no,no,318.15,5.3,36.06,96,5,2,1,1,-35.42586776859504,134.964,0.14697726012201884,0.30174446016030176,Mid-term,,
0,30,108,no,no,254.4,9.3,28.83,78,4,3,0,0,-31.966788990825687,108.6795,0.32258064516129037,0.30660377358490565,Mid-term,,
0,34,131,no,no,169.2,10.1,19.18,105,5,3,0,0,-38.656363636363636,73.57199999999999,0.5265901981230449,0.6205673758865249,Mid-term,,
0,32,83,no,yes,233.85,13.1,26.5,105,5,4,3,0,-22.756785714285712,100.98,0.49433962264150944,0.4490057729313663,Short-term,,
0,33,62,no,no,421.5,0.0,47.77,74,0,0,1,0,-19.438095238095237,175.76550000000003,0.0,0.17556346381969157,Short-term,,
0,32,157,no,yes,291.45,7.1,33.03,114,5,2,1,0,-46.36892405063291,124.09949999999999,0.2149561005146836,0.39114770972722596,Mid-term,,
0,41,132,no,no,149.25,9.7,16.92,124,3,3,0,0,-38.92443609022556,64.593,0.5732860520094561,0.830820770519263,Mid-term,,
1,51,149,no,no,356.4,9.1,40.39,111,9,3,0,0,-44.2752,152.68349999999998,0.22530329289428075,0.3114478114478115,Mid-term,,
0,30,165,no,no,364.35,0.0,41.29,126,0,0,1,0,-49.438975903614455,151.9335,0.0,0.34582132564841495,Mid-term,,
1,37,83,yes,no,407.25,11.7,46.16,105,4,4,1,0,-24.169642857142858,172.779,0.2534662045060659,0.2578268876611418,Short-term,,
1,42,24,no,no,398.4,11.1,45.15,105,6,3,2,1,-8.4872,169.59750000000003,0.24584717607973422,0.2635542168674699,Short-term,,
1,36,107,yes,no,351.15,10.0,39.8,100,3,3,1,0,-31.350277777777777,148.83,0.2512562814070352,0.2847785846504343,Mid-term,,
1,46,62,no,yes,279.6,11.1,31.69,103,3,3,2,1,-17.587619047619047,119.15850000000002,0.3502682234143263,0.36838340486409155,Short-term,,
0,39,100,no,no,160.5,12.8,18.19,74,3,4,4,1,-27.117821782178215,69.7485,0.7036833424958768,0.46105919003115264,Mid-term,,
1,23,122,yes,yes,324.6,12.7,36.79,99,4,4,1,0,-35.42780487804878,138.46349999999998,0.34520250067953245,0.3049907578558225,Mid-term,,
1,27,153,no,no,277.95,15.1,31.5,124,3,5,1,0,-44.26097402597402,119.07000000000001,0.4793650793650793,0.4461234034898363,Mid-term,,
1,44,2,yes,no,198.15,9.1,22.46,119,1,3,2,1,-11.91,84.294,0.4051647373107747,0.6005551349987384,Short-term,,
0,41,130,no,no,102.6,10.4,11.63,139,4,3,0,0,-38.256641221374046,45.5445,0.8942390369733447,1.354775828460039,Mid-term,,
0,36,109,no,no,333.3,10.9,37.77,88,5,3,1,0,-31.906,142.12050000000002,0.2885888271114641,0.264026402640264,Mid-term,,
1,60,93,yes,yes,281.25,12.1,31.88,127,4,4,1,0,-26.79840425531915,120.297,0.3795483061480552,0.45155555555555554,Mid-term,,
0,27,91,no,yes,348.6,12.3,39.51,128,3,4,3,0,-25.35782608695652,148.11150000000004,0.3113135914958239,0.3671830177854274,Mid-term,,
0,33,115,no,yes,213.15,9.6,24.16,114,4,3,1,0,-33.4675,91.524,0.3973509933774834,0.5348346235045742,Mid-term,,
1,33,156,no,no,185.55,13.1,21.03,82,4,4,1,0,-45.336369426751595,80.53950000000002,0.6229196386115073,0.44192939908380485,Mid-term,,
0,33,73,no,no,319.5,13.5,36.21,89,3,4,0,0,-21.563513513513513,136.15650000000002,0.3728251864125932,0.27856025039123633,Short-term,,
0,57,128,no,yes,334.35,10.8,37.89,101,4,3,0,0,-38.01837209302325,142.24349999999998,0.2850356294536817,0.30207866008673545,Mid-term,,
0,59,135,no,no,395.7,8.4,44.85,112,2,3,5,1,-37.68191176470588,166.8675,0.18729096989966557,0.28304270912307306,Mid-term,,
0,34,115,yes,no,374.85,15.3,42.48,121,6,5,1,1,-33.14629310344828,160.40700000000004,0.36016949152542377,0.3227957849806589,Mid-term,,
0,32,3,no,yes,101.1,11.4,11.46,93,2,4,2,0,-3.755,44.469,0.9947643979057591,0.9198813056379822,Short-term,,
1,37,66,no,yes,160.05,12.1,18.14,117,2,4,1,0,-18.577761194029847,69.156,0.6670341786108048,0.7310215557638238,Short-term,,
1,36,161,no,no,332.55,6.5,37.69,113,4,2,3,0,-46.61055555555555,140.8485,0.172459538339082,0.3397985265373628,Mid-term,,
0,26,149,no,no,103.65,6.3,11.75,53,3,2,1,0,-43.7382,45.06750000000001,0.5361702127659574,0.5113362276893391,Mid-term,,
1,38,140,no,no,224.7,8.1,25.47,124,2,3,1,0,-40.91872340425532,95.51549999999999,0.31802120141342755,0.5518469069870939,Mid-term,,
1,39,120,no,yes,359.1,7.7,40.7,132,3,3,0,0,-35.693553719008264,151.8,0.18918918918918917,0.36758563074352546,Mid-term,,
0,39,111,no,yes,308.25,14.0,34.94,95,4,4,1,0,-32.15044642857143,131.841,0.40068689181453926,0.308191403081914,Mid-term,,
0,48,136,no,yes,135.6,13.1,15.37,115,4,4,0,0,-39.79795620437957,59.7105,0.8523096942094991,0.8480825958702065,Mid-term,,
0,42,129,yes,no,401.1,5.9,45.46,146,4,2,1,0,-38.217076923076924,169.34400000000002,0.12978442586889574,0.3639990027424582,Mid-term,,
1,58,138,no,no,362.7,11.8,41.11,104,7,4,3,0,-39.22187050359712,155.1165,0.2870347847239115,0.2867383512544803,Mid-term,,
1,27,115,no,no,198.0,0.0,22.44,114,0,0,3,0,-33.34137931034483,82.566,0.0,0.5757575757575758,Mid-term,,
0,47,152,no,no,151.8,7.5,17.2,124,3,3,2,0,-43.89843137254901,65.325,0.436046511627907,0.8168642951251647,Mid-term,,
0,54,79,no,no,62.85,11.4,7.12,55,5,4,1,0,-22.157125,29.418,1.601123595505618,0.8750994431185362,Short-term,,
1,31,144,no,yes,377.4,12.2,42.77,97,3,4,2,0,-41.52055172413793,160.1055,0.2852466682253916,0.25702172760996295,Mid-term,,
1,24,91,no,no,231.6,11.7,26.25,81,4,4,5,1,-24.10347826086956,99.5325,0.4457142857142857,0.34974093264248707,Mid-term,,
1,36,80,no,no,299.7,5.5,33.97,94,4,2,1,0,-23.639999999999997,127.0005,0.16190756549896967,0.313646980313647,Short-term,,
1,35,58,yes,yes,214.2,8.9,24.28,105,4,3,1,0,-16.726101694915254,91.85700000000001,0.36655683690280066,0.4901960784313726,Short-term,,
1,41,126,no,no,384.75,7.0,43.61,122,5,2,3,0,-36.30590551181102,162.9915,0.16051364365971107,0.3170890188434048,Mid-term,,
1,45,117,no,yes,331.95,4.4,37.62,87,4,2,0,0,-35.062627118644066,140.283,0.1169590643274854,0.26208766380478987,Mid-term,,
1,42,87,no,no,284.25,13.4,32.22,93,3,4,1,0,-25.046022727272724,121.44300000000001,0.4158907510862818,0.32717678100263853,Short-term,,
0,37,93,no,no,407.4,10.9,46.17,121,3,3,2,0,-26.866808510638297,172.4205,0.2360840372536279,0.2970054000981836,Mid-term,,
0,34,106,no,no,311.85,14.4,35.34,143,7,4,4,0,-29.18289719626168,134.30100000000002,0.40747028862478774,0.4585537918871252,Mid-term,,
1,35,121,no,no,255.6,11.2,28.97,87,3,4,0,1,-35.51901639344263,109.16550000000001,0.3866068346565412,0.3403755868544601,Mid-term,,
1,42,139,no,no,201.6,10.2,22.85,125,2,3,5,1,-38.587999999999994,86.19749999999999,0.4463894967177242,0.6200396825396826,Mid-term,,
0,24,132,no,no,176.4,8.8,19.99,94,5,3,1,0,-38.46526315789473,76.3785,0.4402201100550276,0.5328798185941043,Mid-term,,
0,41,88,no,no,303.3,11.8,34.37,99,2,4,2,0,-24.881573033707866,128.84550000000002,0.3433226651149259,0.3264094955489614,Short-term,,
1,36,74,yes,no,188.7,14.1,21.39,143,4,4,1,1,-21.0032,82.0035,0.6591865357643758,0.7578166401695814,Short-term,,
1,21,150,no,no,268.35,13.8,30.41,100,3,4,4,1,-42.15543046357616,114.87150000000003,0.45379809273265376,0.3726476616359232,Mid-term,,
1,32,78,no,no,224.55,9.7,25.45,126,8,3,0,0,-23.06848101265823,97.4925,0.381139489194499,0.561122244488978,Short-term,,
1,32,87,no,no,166.35,6.2,18.85,131,5,2,1,0,-25.378068181818183,71.7975,0.3289124668435013,0.7874962428614367,Short-term,,
1,38,86,no,yes,235.8,8.4,26.72,109,5,3,3,0,-23.94206896551724,101.08800000000001,0.31437125748503,0.46225614927905,Short-term,,
1,33,87,no,no,257.4,13.8,29.17,114,4,4,0,0,-25.485,110.60549999999999,0.4730887898525883,0.44289044289044294,Short-term,,
0,37,30,no,no,254.85,11.4,28.88,93,7,4,1,0,-8.944193548387096,110.082,0.39473684210526316,0.3649205414949971,Short-term,,
1,28,159,yes,no,385.65,8.8,43.71,82,6,3,1,1,-46.782062499999995,163.9365,0.20132692747655,0.21262803059769222,Mid-term,,
0,30,134,no,yes,214.35,10.8,24.29,96,6,3,1,0,-39.117555555555555,92.80350000000001,0.4446274186908193,0.44786564030790765,Mid-term,,
0,41,181,yes,no,241.95,14.1,27.42,98,3,4,0,1,-53.36587912087912,103.908,0.5142231947483589,0.4050423641248192,Mid-term,,
1,30,164,no,no,240.9,9.0,27.3,112,3,3,1,0,-48.092,102.70500000000001,0.32967032967032966,0.46492320464923204,Mid-term,,
1,24,67,no,yes,368.1,7.5,41.72,136,6,3,1,0,-19.782647058823528,156.42300000000003,0.1797698945349952,0.3694648193425699,Short-term,,
1,30,153,no,yes,353.4,15.4,40.05,103,9,5,0,0,-44.858961038961034,152.37749999999997,0.3845193508114857,0.29145444255800795,Mid-term,,
0,38,75,no,no,175.95,12.2,19.94,82,3,4,1,0,-21.263026315789475,76.101,0.6118355065195586,0.4660414890593919,Short-term,,
1,34,125,no,no,273.45,11.6,30.99,96,7,4,2,0,-35.734047619047615,117.86849999999998,0.37431429493384966,0.3510696653867252,Mid-term,,
1,38,30,no,no,217.5,7.1,24.65,134,4,2,3,0,-8.303225806451614,92.9625,0.2880324543610548,0.6160919540229886,Short-term,,
1,57,124,yes,no,366.9,11.3,41.58,114,4,4,1,0,-36.08704,155.89199999999997,0.2717652717652718,0.3107113654946852,Mid-term,,
0,48,82,no,yes,245.7,8.8,27.85,95,2,3,2,0,-23.292048192771084,104.3775,0.31597845601436264,0.38665038665038665,Short-term,,
1,35,174,no,no,288.15,11.4,32.66,54,4,4,1,0,-50.82931428571428,123.06899999999999,0.34905082669932647,0.18740239458615307,Mid-term,,
1,75,56,no,no,295.5,10.6,33.49,91,6,3,2,0,-15.936842105263157,126.6135,0.3165123917587339,0.3079526226734349,Short-term,,
1,27,94,no,no,265.65,5.9,30.11,108,4,2,1,0,-27.659263157894735,112.86149999999999,0.19594818997010963,0.4065499717673631,Mid-term,,
0,37,56,no,no,339.0,6.9,38.42,142,11,2,1,0,-16.889473684210525,145.698,0.17959396147839668,0.41887905604719766,Short-term,,
1,35,90,no,no,268.8,9.2,30.46,58,6,3,2,0,-25.690769230769227,115.269,0.30203545633617856,0.2157738095238095,Short-term,,
0,37,56,no,no,136.65,11.9,15.49,89,8,4,2,0,-15.079473684210527,61.1685,0.7682375726275016,0.6512989388949871,Short-term,,
0,58,107,no,no,184.65,9.3,20.93,82,5,3,0,0,-31.541944444444443,79.8945,0.444338270425227,0.4440834010289737,Mid-term,,
0,23,80,no,no,297.15,9.3,33.68,76,3,3,3,0,-22.3337037037037,126.20700000000001,0.2761282660332542,0.2557630826182063,Short-term,,
0,52,117,no,yes,324.0,11.8,36.72,112,4,4,0,0,-34.44915254237288,138.07799999999997,0.32135076252723316,0.345679012345679,Mid-term,,
1,48,117,no,no,154.2,10.1,17.48,105,7,3,1,0,-33.96135593220338,67.917,0.5778032036613272,0.6809338521400778,Mid-term,,
0,24,55,no,yes,333.75,9.7,37.83,114,2,3,1,0,-16.291964285714286,141.2295,0.2564102564102564,0.3415730337078652,Short-term,,
1,31,177,no,no,127.35,7.5,14.43,66,5,3,2,0,-51.343089887640446,55.729499999999994,0.5197505197505198,0.5182567726737338,Mid-term,,
1,43,110,no,no,111.75,9.8,12.67,101,7,3,3,0,-30.801351351351354,50.170500000000004,0.7734806629834254,0.9038031319910514,Mid-term,,
0,41,148,no,yes,313.8,16.5,35.56,105,4,5,2,0,-42.32120805369127,134.52900000000002,0.4640044994375703,0.3346080305927342,Mid-term,,
1,42,74,no,no,300.6,10.0,34.07,118,2,3,1,0,-21.6016,127.4505,0.293513354857646,0.3925482368596141,Short-term,,
1,39,163,no,yes,329.4,13.8,37.33,88,8,4,2,0,-47.10170731707316,141.8295,0.36967586391642115,0.2671523982999393,Mid-term,,
1,45,118,no,no,379.8,9.7,43.04,108,7,3,2,0,-34.13831932773109,161.931,0.2253717472118959,0.2843601895734597,Mid-term,,
1,45,98,no,no,407.1,11.1,46.14,118,6,3,4,1,-27.322424242424244,173.22600000000006,0.24057217165149544,0.2898550724637681,Mid-term,,
0,42,81,no,no,230.25,6.3,26.1,86,2,2,2,0,-23.26158536585366,97.56,0.24137931034482757,0.3735070575461455,Short-term,,
1,39,81,no,no,249.3,13.2,28.25,68,2,4,4,0,-21.708048780487804,106.53750000000001,0.4672566371681416,0.27276373846770957,Short-term,,
1,20,193,no,no,145.2,10.9,16.46,115,5,3,2,1,-56.149690721649485,63.684,0.6622114216281896,0.7920110192837466,Mid-term,,
0,46,128,no,yes,213.45,16.0,24.19,81,6,5,1,0,-36.73093023255814,93.20849999999999,0.6614303431169904,0.37947997189037247,Mid-term,,
1,57,151,no,no,268.05,9.8,30.38,101,4,3,0,0,-44.75269736842105,114.44700000000002,0.32258064516129037,0.37679537399738855,Mid-term,,
0,50,78,no,no,243.45,10.1,27.59,100,3,3,2,0,-22.11632911392405,103.9335,0.3660746647335991,0.4107619634421853,Short-term,,
0,45,148,no,no,186.6,11.3,21.15,99,6,4,0,0,-43.450469798657714,81.3075,0.5342789598108748,0.5305466237942122,Mid-term,,
0,38,100,no,no,353.7,7.3,40.09,122,1,2,2,0,-29.100396039603957,148.8885,0.18209029683212768,0.34492507774950526,Mid-term,,
1,33,171,no,yes,334.8,10.2,37.94,90,3,3,3,0,-49.289302325581396,142.04100000000003,0.26884554559831314,0.26881720430107525,Mid-term,,
1,33,139,no,no,354.9,11.1,40.22,118,2,3,1,1,-40.806999999999995,150.258,0.2759820984584784,0.33248802479571715,Mid-term,,
0,40,123,no,no,238.65,6.5,27.05,120,1,2,1,0,-36.184919354838705,100.7925,0.24029574861367836,0.502828409805154,Mid-term,,
1,31,132,no,yes,302.85,13.7,34.32,92,5,4,0,0,-38.855413533834586,129.84300000000002,0.3991841491841492,0.30378074954597983,Mid-term,,
0,66,66,no,no,250.95,10.6,28.44,118,5,3,1,1,-19.14910447761194,107.73599999999999,0.37271448663853723,0.4702131898784619,Short-term,,
1,39,132,no,no,244.8,6.2,27.74,90,10,2,1,0,-38.86812030075188,106.01100000000001,0.2235039653929344,0.3676470588235294,Mid-term,,
1,40,49,no,no,179.1,12.4,20.3,153,7,4,2,0,-13.2164,78.645,0.6108374384236454,0.8542713567839196,Short-term,,
1,40,210,no,no,156.9,6.5,17.78,67,8,2,2,0,-61.54872037914692,68.802,0.3655793025871766,0.4270235818992989,Mid-term,,
0,34,68,no,no,374.85,8.9,42.48,98,6,3,2,1,-19.586521739130436,159.44700000000003,0.20951035781544258,0.261437908496732,Short-term,,
1,43,111,no,no,198.9,12.7,22.54,101,2,4,4,1,-30.455178571428572,85.446,0.5634427684117125,0.5077928607340372,Mid-term,,
1,35,76,no,no,254.25,10.0,28.82,92,3,3,0,0,-22.56038961038961,108.423,0.3469812630117974,0.36184857423795475,Short-term,,
1,35,71,no,no,154.95,9.0,17.56,98,2,3,2,0,-19.830416666666665,66.564,0.5125284738041003,0.6324620845434011,Short-term,,
1,30,74,no,no,244.05,8.7,27.66,80,6,3,0,0,-21.9508,104.874,0.3145336225596529,0.32780167998360993,Short-term,,
0,42,86,no,yes,332.4,9.0,37.67,105,2,3,1,0,-25.16413793103448,140.5605,0.2389169100079639,0.3158844765342961,Short-term,,
1,38,123,no,no,193.05,10.8,21.88,132,5,3,0,0,-36.31137096774194,83.62200000000001,0.493601462522852,0.6837606837606838,Mid-term,,
1,40,1,no,yes,274.65,8.4,31.13,110,2,3,0,0,-26.865,116.3895,0.26983617089624157,0.40050973966866926,Short-term,,
0,26,101,no,no,262.35,8.5,29.73,93,5,3,1,0,-29.414411764705882,112.17450000000001,0.2859064917591658,0.35448827901658087,Mid-term,,
1,49,92,no,yes,251.1,11.2,28.46,110,3,4,4,0,-24.939999999999998,107.289,0.3935347856640899,0.43807248108323377,Mid-term,,
0,74,119,no,no,390.15,10.0,44.22,89,2,3,1,1,-34.95025,164.793,0.2261420171867933,0.22811739074714854,Mid-term,,
0,38,150,no,yes,261.6,11.0,29.65,130,4,3,1,0,-43.94649006622517,111.93750000000001,0.3709949409780776,0.4969418960244648,Mid-term,,
1,52,91,no,yes,243.45,9.2,27.59,94,4,3,0,0,-26.92923913043478,104.0985,0.3334541500543675,0.38611624563565417,Mid-term,,
1,32,36,no,no,303.6,10.2,34.41,127,2,3,3,0,-10.041081081081082,128.7315,0.2964254577157803,0.4183135704874835,Short-term,,
0,34,13,no,no,289.8,9.7,32.84,104,2,3,4,0,-5.14,122.90100000000001,0.29537149817295977,0.35886818495514144,Short-term,,
1,26,108,no,no,298.95,15.2,33.88,57,2,5,0,0,-31.44853211009174,127.54199999999999,0.448642266824085,0.19066733567486202,Mid-term,,
1,36,69,no,no,277.95,5.5,31.5,107,5,2,0,0,-20.894142857142857,118.23,0.1746031746031746,0.38496132397913296,Short-term,,
1,24,73,no,no,336.6,13.0,38.15,74,2,4,1,0,-21.10972972972973,142.91250000000002,0.34076015727391873,0.21984551396316102,Short-term,,
0,46,24,no,no,364.5,15.3,41.31,109,6,5,0,0,-8.616,156.09150000000002,0.37037037037037035,0.299039780521262,Short-term,,
0,35,44,yes,no,93.45,10.8,10.59,108,3,3,1,0,-12.215333333333332,41.4885,1.019830028328612,1.1556982343499198,Short-term,,
1,23,131,no,yes,374.4,7.6,42.43,92,3,3,3,0,-37.46727272727273,158.1645,0.1791185481970304,0.24572649572649574,Mid-term,,
1,51,116,no,yes,345.9,11.1,39.2,76,2,3,0,0,-34.49128205128205,146.50499999999997,0.2831632653061224,0.2197166811217115,Mid-term,,
0,31,36,no,no,266.85,10.8,30.24,102,6,3,2,0,-10.342432432432433,114.69600000000001,0.3571428571428572,0.38223721191680715,Short-term,,
1,50,97,no,no,327.0,6.4,37.06,110,8,2,3,0,-27.66734693877551,139.71900000000002,0.17269293038316244,0.3363914373088685,Mid-term,,
0,65,122,no,no,205.05,8.6,23.24,110,4,3,0,0,-36.03341463414634,87.99600000000001,0.3700516351118761,0.5364545232870032,Mid-term,,
0,29,43,no,no,252.6,11.1,28.63,102,2,3,1,0,-12.648181818181818,107.5995,0.3877052043311212,0.40380047505938244,Short-term,,
1,34,43,no,no,345.3,9.2,39.13,100,3,3,0,0,-13.569545454545455,146.26950000000002,0.23511372348581647,0.2896032435563278,Short-term,,
0,55,107,no,yes,298.35,12.6,33.81,76,4,4,3,0,-29.952499999999997,127.50150000000002,0.37267080745341613,0.2547343723814312,Mid-term,,
1,42,82,no,no,151.5,13.3,17.17,93,2,4,0,0,-23.765060240963855,65.7705,0.774606872451951,0.6138613861386139,Short-term,,
1,57,86,no,no,264.45,6.2,29.97,78,3,2,0,0,-25.807931034482756,112.1055,0.20687354020687354,0.2949517867271696,Short-term,,
0,28,59,no,no,269.1,14.7,30.5,105,3,4,0,0,-17.397,115.32000000000002,0.4819672131147541,0.3901895206243032,Short-term,,
1,38,64,no,no,145.8,10.4,16.52,92,6,3,2,0,-17.748615384615384,64.158,0.6295399515738499,0.6310013717421125,Short-term,,
0,29,195,no,no,94.8,5.1,10.74,99,3,2,0,0,-57.99673469387755,41.196,0.47486033519553067,1.0443037974683544,Mid-term,,
1,25,172,no,no,317.55,6.5,35.99,136,9,2,1,0,-50.8671098265896,136.0935,0.18060572381217005,0.4282790111793418,Mid-term,,
1,22,173,no,yes,348.6,5.0,39.51,102,5,2,3,0,-50.20068965517241,147.61650000000003,0.12655024044545685,0.29259896729776247,Mid-term,,
0,34,91,no,yes,262.95,5.6,29.8,76,11,2,1,0,-26.771630434782608,113.79,0.1879194630872483,0.28902833238258224,Mid-term,,
1,37,52,no,no,322.05,9.4,36.5,114,4,3,2,0,-14.915283018867925,136.905,0.25753424657534246,0.35398230088495575,Short-term,,
1,33,137,no,no,261.6,10.2,29.65,121,5,3,0,0,-40.579130434782606,112.1175,0.3440134907251265,0.46253822629969416,Mid-term,,
1,51,71,no,no,357.0,11.8,40.46,134,10,4,0,1,-21.091666666666665,153.639,0.291646070192783,0.3753501400560224,Short-term,,
0,44,109,yes,yes,325.8,9.3,36.92,76,3,3,0,0,-32.39236363636363,138.15300000000002,0.25189599133261104,0.2332719459791283,Mid-term,,
0,43,89,no,no,295.65,12.8,33.51,106,3,4,1,0,-25.657,126.1065,0.3819755296926291,0.35853204802976496,Short-term,,
1,25,64,no,yes,231.9,13.3,26.28,99,3,4,1,0,-18.213538461538462,99.59700000000001,0.5060882800608828,0.426908150064683,Short-term,,
1,31,133,no,no,331.65,8.4,37.59,84,3,3,4,0,-37.495,140.45850000000002,0.22346368715083798,0.2532790592492085,Mid-term,,
0,40,123,no,no,157.5,14.9,17.85,93,5,5,0,0,-35.65403225806452,69.4125,0.8347338935574229,0.5904761904761905,Mid-term,,
0,34,46,no,no,315.3,13.1,35.73,116,7,4,1,0,-13.441702127659575,135.5445,0.3666386789812483,0.36790358388836025,Short-term,,
1,28,101,no,no,286.05,8.8,32.42,111,8,3,1,0,-29.460882352941177,123.00300000000001,0.2714373843306601,0.38804404824331407,Mid-term,,
0,33,142,yes,yes,286.65,9.8,32.49,60,3,3,0,0,-42.100909090909084,121.90350000000001,0.30163127116035704,0.20931449502878077,Mid-term,,
0,44,133,yes,no,382.05,8.0,43.3,103,3,3,0,1,-39.57022388059701,161.41500000000002,0.18475750577367206,0.26959822012825546,Mid-term,,
1,33,101,no,no,358.5,13.5,40.63,93,8,4,1,1,-29.302941176470586,153.9195,0.33226679793256214,0.2594142259414226,Mid-term,,
1,34,122,no,no,52.65,12.7,5.97,58,2,4,1,0,-34.98560975609756,24.460500000000003,2.1273031825795643,1.1016144349477683,Mid-term,,
1,26,62,yes,no,239.55,13.9,27.15,105,6,4,0,1,-18.16047619047619,103.7775,0.5119705340699816,0.4383218534752661,Short-term,,
1,29,86,no,no,257.7,9.7,29.21,108,5,3,1,0,-24.992413793103445,110.4165,0.3320780554604587,0.4190919674039581,Short-term,,
1,44,121,no,no,272.25,8.5,30.86,103,5,3,1,0,-35.346311475409834,116.304,0.2754374594944913,0.3783287419651056,Mid-term,,
0,37,100,no,yes,369.9,13.0,41.92,109,5,4,1,0,-29.03247524752475,157.698,0.3101145038167939,0.2946742362800757,Mid-term,,
1,30,95,no,yes,248.55,9.8,28.17,91,6,3,0,0,-28.1178125,106.91550000000001,0.3478878239261626,0.3661235163950915,Mid-term,,
0,22,106,yes,yes,405.45,14.4,45.95,133,7,4,1,1,-30.85785046728972,173.3325,0.3133841131664853,0.3280305833025034,Mid-term,,
0,37,81,no,yes,315.6,9.7,35.77,120,4,3,0,0,-24.169756097560974,134.2605,0.2711769639362594,0.38022813688212925,Short-term,,
1,77,184,no,no,354.6,13.8,40.19,94,4,4,1,1,-53.88335135135135,151.1385,0.3433689972630008,0.2650874224478285,Mid-term,,
0,51,135,yes,yes,259.65,14.6,29.43,78,15,4,0,1,-39.681838235294116,114.9645,0.4960924226979273,0.3004043905257077,Mid-term,,
1,46,90,no,no,114.15,10.8,12.94,89,3,3,0,0,-26.350879120879117,50.121,0.8346213292117466,0.7796758650897941,Short-term,,
1,34,168,no,no,193.2,11.2,21.9,128,2,4,1,0,-48.928639053254436,82.845,0.5114155251141552,0.6625258799171843,Mid-term,,
0,33,36,no,yes,229.2,9.1,25.98,74,2,3,1,0,-10.63891891891892,97.542,0.35026943802925325,0.3228621291448517,Short-term,,
0,40,102,no,no,261.75,8.5,29.67,110,5,3,0,0,-30.208252427184465,111.9255,0.28648466464442196,0.42024832855778416,Mid-term,,
0,34,120,no,yes,300.45,10.5,34.05,116,4,3,0,0,-35.59661157024794,128.0625,0.30837004405286345,0.3860875353636212,Mid-term,,
0,40,63,yes,yes,298.5,11.0,33.83,92,6,3,1,0,-18.4328125,127.92450000000001,0.325155187703222,0.3082077051926298,Short-term,,
0,31,77,no,no,358.8,10.3,40.66,81,2,3,5,0,-20.62,151.764,0.25332021642892283,0.225752508361204,Short-term,,
1,57,47,no,yes,245.25,7.8,27.8,87,4,3,2,0,-13.221874999999999,104.64000000000001,0.2805755395683453,0.3547400611620795,Short-term,,
1,40,98,no,yes,241.8,4.4,27.4,92,8,2,4,0,-27.288484848484845,103.89000000000001,0.16058394160583944,0.380479735318445,Mid-term,,
1,49,21,no,no,219.0,6.8,24.82,108,7,2,0,0,-7.690909090909091,94.443,0.273972602739726,0.4931506849315068,Short-term,,
0,40,105,no,no,369.6,3.8,41.89,151,4,2,0,0,-31.597358490566037,155.8935,0.0907137741704464,0.40854978354978355,Mid-term,,
0,41,74,no,no,423.75,9.4,48.03,115,4,3,1,1,-21.93,179.31449999999998,0.19571101394961482,0.2713864306784661,Short-term,,
1,41,145,no,no,281.85,4.8,31.94,108,4,2,2,0,-42.286095890410955,119.45100000000001,0.15028177833437695,0.3831825439063331,Mid-term,,
0,38,132,no,yes,261.75,10.3,29.67,76,9,3,1,0,-38.593609022556386,113.3955,0.3471520053926525,0.2903533906399236,Mid-term,,
1,37,64,no,no,243.9,14.2,27.64,122,3,4,1,0,-18.25046153846154,104.736,0.5137481910274964,0.5002050020500205,Short-term,,
0,26,51,no,no,322.2,10.2,36.52,66,5,3,0,0,-15.639230769230767,137.388,0.27929901423877324,0.2048417132216015,Short-term,,
0,38,157,no,no,414.3,2.2,46.95,79,4,1,3,0,-45.82443037974683,174.29250000000002,0.046858359957401494,0.19068307989379676,Mid-term,,
1,32,109,yes,no,402.6,9.7,45.63,84,8,3,2,1,-31.531999999999996,171.73950000000002,0.2125794433486741,0.20864381520119224,Mid-term,,
1,55,55,yes,no,331.5,9.7,37.57,117,4,3,1,0,-16.28392857142857,140.89049999999997,0.2581847218525419,0.35294117647058826,Short-term,,
0,45,89,no,yes,322.65,10.6,36.57,117,10,3,1,0,-26.017,139.1355,0.2898550724637681,0.36262203626220363,Short-term,,
0,42,65,no,no,204.15,4.4,23.14,104,2,2,1,0,-19.01863636363636,86.391,0.19014693171996544,0.5094293411707078,Short-term,,
0,26,105,no,yes,290.25,8.5,32.9,111,5,3,0,0,-31.14764150943396,123.81,0.25835866261398177,0.38242894056847543,Mid-term,,
0,44,108,no,no,267.45,14.6,30.31,102,5,4,0,0,-31.69073394495413,115.2165,0.4816892114813593,0.3813796971396523,Mid-term,,
0,61,88,yes,no,352.65,7.2,39.97,76,2,2,4,1,-24.59247191011236,148.7355,0.1801351013259945,0.21551113001559621,Short-term,,
1,47,101,no,yes,178.35,8.2,20.21,111,5,3,2,0,-28.74970588235294,77.1015,0.40573973280554176,0.6223717409587889,Mid-term,,
