year,customer_id,gender,age,no_of_days_subscribed,multi_screen,mail_subscribed,weekly_mins_watched,minimum_daily_mins,maximum_daily_mins,weekly_max_night_mins,videos_watched,maximum_days,customer_support_calls,churn,multi_screen_score,email_marketing_score,subscription_tenure,engagement_score,consistency_score,night_owl_score,churn_risk_score
2020,258594,Male,39,127,no,no,331.5,6.8,37.57,96,4,2,2,0,1,1,0.522633744855967,0.6299885974914481,0.1809954751131222,0.2895927601809955,0.4042985642622384
2020,258935,Female,41,122,no,no,365.7,13.7,41.45,84,8,4,2,0,1,1,0.5020576131687243,0.6949828962371721,0.3305186972255729,0.22969647251845776,0.35992907801418444
2020,259373,Female,25,66,no,yes,382.35,5.4,43.33,95,3,2,2,0,1,2,0.2716049382716049,0.7266248574686431,0.12462497115162707,0.248463449718844,0.3383281439197371
2020,261566,Female,54,110,no,no,277.65,6.3,31.47,104,4,2,3,0,1,1,0.45267489711934156,0.5276510832383123,0.20019065776930411,0.3745723032594994,0.5500129735339907
2020,261719,Male,34,90,no,no,218.25,10.9,24.74,123,2,3,3,0,1,1,0.37037037037037035,0.4147662485746864,0.44058205335489087,0.563573883161512,0.6270757654385055
2020,261966,Female,33,92,no,no,398.4,8.6,45.15,113,2,3,1,0,1,1,0.3786008230452675,0.7571265678449258,0.19047619047619047,0.28363453815261047,0.24165369313267607
2020,262203,Female,35,36,no,no,175.65,9.0,19.91,108,2,3,0,0,1,1,0.14814814814814814,0.33380843785632835,0.45203415369161226,0.614859094790777,0.4547872340425532
2020,262632,Female,44,108,no,no,369.3,9.4,41.85,95,5,3,1,0,1,1,0.4444444444444444,0.7018244013683009,0.2246117084826762,0.2572434335228811,0.27940667704549393
2020,262957,Male,46,126,no,no,339.3,6.4,38.45,110,2,2,0,0,1,1,0.5185185185185185,0.6448118586088939,0.1664499349804941,0.3241968759210138,0.2424753502854178
2020,263042,Female,32,84,no,yes,238.65,13.0,27.05,108,18,4,1,0,1,2,0.345679012345679,0.4535347776510832,0.4805914972273567,0.4525455688246386,0.44890589863345454
2020,263043,Male,33,35,no,no,223.95,8.9,25.38,104,6,3,2,0,1,1,0.1440329218106996,0.4255986316989737,0.3506698187549252,0.4643893726278187,0.5438289223317766
2020,263481,Female,43,137,no,no,220.8,10.2,25.02,105,4,3,1,0,1,1,0.5637860082304527,0.419612314709236,0.407673860911271,0.47554347826086957,0.47206365680678086
2020,263575,Male,32,66,no,no,384.45,6.2,43.57,135,7,2,2,0,1,1,0.2716049382716049,0.7306157354618015,0.14229974753270602,0.351150994927819,0.3356037017816988
2020,266025,Male,33,98,no,no,325.2,11.0,36.86,79,9,3,0,0,1,1,0.40329218106995884,0.6180159635119725,0.2984264785675529,0.24292742927429276,0.2607680332122471
2020,266756,Male,62,156,no,no,268.2,7.5,30.4,77,3,3,1,0,1,1,0.6419753086419753,0.5096921322690992,0.2467105263157895,0.2870991797166294,0.4105691056910569
2020,267146,Female,35,22,no,yes,273.15,12.7,30.96,102,4,4,3,0,1,2,0.09053497942386832,0.5190992018244013,0.4102067183462532,0.3734211971444262,0.5558510638297873
2020,267608,Male,44,111,no,no,286.95,6.4,32.52,107,3,2,2,0,1,1,0.4567901234567901,0.5453249714937286,0.19680196801968008,0.37288726258930127,0.46209565819062454
2020,268053,Male,23,91,no,no,229.5,10.3,26.01,76,15,3,1,1,1,1,0.37448559670781895,0.43614595210946405,0.39600153787005,0.3311546840958606,0.4607766822349075
2020,268337,Female,59,176,no,yes,424.8,7.2,48.14,104,6,2,1,0,1,2,0.7242798353909465,0.8072976054732041,0.14956377233070217,0.2448210922787194,0.20740356339733615
2020,269031,Female,29,182,no,no,157.35,8.0,17.83,91,5,3,2,0,1,1,0.7489711934156379,0.29903078677309003,0.44868199663488506,0.5783285668891007,0.6302326587095659
2020,269302,Female,32,29,no,no,295.2,12.7,33.46,98,7,4,2,0,1,1,0.11934156378600823,0.5610034207525655,0.37955768081291086,0.33197831978319786,0.4513924926483308
2020,269318,Male,29,189,no,no,312.45,11.3,35.41,120,5,4,3,0,1,1,0.7777777777777778,0.5937856328392246,0.31911889296808815,0.38406144983197316,0.5048650752464972
2020,269603,Female,37,106,yes,no,306.0,13.3,34.68,102,3,4,3,1,2,1,0.43621399176954734,0.5815279361459521,0.3835063437139562,0.3333333333333333,0.5132330046704723
2020,270563,Male,55,79,no,no,320.4,8.8,36.31,157,3,3,2,0,1,1,0.32510288065843623,0.6088939566704674,0.2423574772789865,0.4900124843945069,0.41869918699187003
2020,271100,Male,42,96,no,yes,263.7,11.1,29.89,105,2,3,2,0,1,2,0.3950617283950617,0.5011402508551881,0.3713616594178656,0.3981797497155859,0.4922591247189068
2020,271380,Female,38,109,no,no,328.35,11.3,37.21,110,4,3,2,0,1,1,0.448559670781893,0.6240022805017104,0.30368180596613814,0.3350083752093802,0.408385227469296
2020,271398,Male,47,136,no,no,389.1,10.7,44.1,78,6,3,1,1,1,1,0.5596707818930041,0.7394526795895097,0.24263038548752824,0.20046260601387816,0.253719079743989
2020,271652,Male,49,140,no,no,353.25,11.5,40.04,111,4,4,2,0,1,1,0.5761316872427984,0.6713226909920181,0.2872127872127872,0.31422505307855625,0.37608112783255504
2020,272154,Female,25,58,no,no,168.3,13.9,19.07,78,1,4,0,1,1,1,0.23868312757201646,0.3198403648802737,0.7288935500786575,0.46345811051693403,0.4643227815256876
2020,272920,Female,39,56,no,no,379.8,4.4,43.04,133,4,2,1,0,1,1,0.23045267489711935,0.7217787913340935,0.1022304832713754,0.35018430753027907,0.2657844663553019
2020,273583,Female,44,122,no,yes,219.6,15.6,24.89,91,4,5,2,0,1,2,0.5020576131687243,0.4173318129988597,0.6267577340297308,0.4143897996357013,0.5494724096177133
2020,274134,Male,46,153,no,no,183.75,8.0,20.83,71,3,3,2,0,1,1,0.6296296296296297,0.34920182440136827,0.3840614498319731,0.38639455782312926,0.595982528974226
2020,274162,Male,46,138,no,no,200.85,15.4,22.76,139,3,5,1,0,1,1,0.5679012345679012,0.3816989737742303,0.6766256590509665,0.6920587503111775,0.4979458571181458
2020,274503,Female,62,114,no,no,258.0,10.1,29.24,100,9,3,1,0,1,1,0.4691358024691358,0.49030786773090074,0.34541723666210666,0.3875968992248062,0.42380211036152926
2020,274924,Female,49,99,yes,no,363.45,11.3,41.19,93,3,4,0,1,2,1,0.4074074074074074,0.6907069555302165,0.2743384316581695,0.25588113908378046,0.21114426569797623
2020,275130,Female,35,131,no,yes,289.05,10.9,32.76,59,6,3,2,0,1,2,0.5390946502057613,0.549315849486887,0.33272283272283265,0.20411693478636914,0.45937121605258613
2020,275235,Male,44,114,no,no,254.4,7.4,28.83,124,8,2,1,0,1,1,0.4691358024691358,0.48346636259977194,0.2566770724939299,0.48742138364779874,0.4284725825981665
2020,275244,Male,29,86,no,yes,296.85,10.1,33.64,120,9,3,0,0,1,2,0.35390946502057613,0.564139110604333,0.3002378121284186,0.40424456796361796,0.2975480020757655
2020,275265,Female,47,154,no,no,287.1,10.2,32.54,121,3,3,3,0,1,1,0.6337448559670782,0.5456100342075256,0.313460356484327,0.42145593869731796,0.5377529839128179
2020,276226,Female,38,51,no,no,389.85,15.3,44.18,112,1,5,1,0,1,1,0.20987654320987653,0.7408779931584949,0.34631054775916703,0.2872899833269206,0.2527460646946895
2020,276523,Male,37,118,no,yes,256.2,9.6,29.04,98,5,3,5,1,1,2,0.48559670781893005,0.48688711516533634,0.3305785123966942,0.38251366120218583,0.729545061408061
2020,276595,Female,46,106,no,no,315.9,12.4,35.8,88,1,4,2,1,1,1,0.43621399176954734,0.6003420752565564,0.34636871508379885,0.2785691674580564,0.4245372772876666
2020,277142,Male,39,108,yes,yes,195.15,13.6,22.12,80,5,4,3,1,2,2,0.4444444444444444,0.370866590649943,0.6148282097649186,0.4099410709710479,0.657044628956928
2020,277529,Male,30,166,no,no,331.05,12.4,37.52,102,9,4,1,0,1,1,0.6831275720164609,0.629133409350057,0.3304904051172707,0.3081105573176257,0.32903044455976477
2020,278445,Male,46,131,no,no,141.6,13.1,16.05,108,9,4,2,0,1,1,0.5390946502057613,0.26909920182440134,0.8161993769470405,0.7627118644067797,0.6506659747448539
2020,278545,Male,32,64,no,no,309.3,13.6,35.05,96,2,4,1,0,1,1,0.26337448559670784,0.5877993158494869,0.3880171184022825,0.3103782735208535,0.3572478809894482
2020,279171,Female,42,76,yes,no,361.5,9.9,40.97,67,1,3,1,1,2,1,0.31275720164609055,0.6870011402508551,0.24164022455455203,0.18533886583679116,0.289526033558208
2020,279465,Female,36,127,no,no,399.9,5.9,45.32,119,2,2,1,1,1,1,0.522633744855967,0.7599771949828962,0.13018534863195053,0.2975743935983996,0.2397076630340772
2020,279626,Male,23,72,no,no,248.85,12.0,28.2,120,5,4,2,0,1,1,0.2962962962962963,0.4729190421892816,0.4255319148936171,0.4822182037371911,0.5115248226950355
2020,280486,Female,39,1,no,yes,312.0,8.1,35.36,144,9,3,1,0,1,2,0.00411522633744856,0.5929304446978335,0.22907239819004532,0.46153846153846156,0.35374502681197023
2020,280804,Male,32,143,no,no,334.95,4.5,37.96,84,4,2,0,0,1,1,0.588477366255144,0.6365450399087799,0.11854583772391991,0.25078369905956116,0.2481188375713545
2020,280889,Male,44,114,no,yes,231.6,10.3,26.25,103,5,3,0,0,1,2,0.4691358024691358,0.4401368301026225,0.3923809523809524,0.44473229706390327,0.38220031136481586
2020,280914,Female,26,118,no,no,231.9,12.6,26.28,102,5,4,2,0,1,1,0.48559670781893005,0.4407069555302166,0.47945205479452047,0.4398447606727037,0.5335149628092026
2020,280972,Female,36,93,yes,yes,338.55,14.0,38.37,125,7,4,1,1,2,2,0.38271604938271603,0.6433865450399088,0.36486838676048994,0.36922168069709055,0.31930029406677046
2020,281570,Male,23,117,no,no,153.45,15.7,17.39,93,10,5,3,0,1,1,0.48148148148148145,0.2916191562143671,0.9028177113283495,0.6060606060606061,0.7111442656979762
2020,282176,Male,22,120,no,no,318.15,5.3,36.06,96,5,2,1,1,1,1,0.49382716049382713,0.6046180159635118,0.14697726012201884,0.30174446016030176,0.345766303407715
2020,283199,Female,30,108,no,no,254.4,9.3,28.83,78,4,3,0,0,1,1,0.4444444444444444,0.48346636259977194,0.32258064516129037,0.30660377358490565,0.3526206538661132
2020,283507,Female,34,131,no,no,169.2,10.1,19.18,105,5,3,0,0,1,1,0.5390946502057613,0.3215507411630558,0.5265901981230448,0.6205673758865249,0.46315516346652835
2020,284641,Female,32,83,no,yes,233.85,13.1,26.5,105,5,4,3,0,1,2,0.34156378600823045,0.4444127708095781,0.49433962264150944,0.4490057729313663,0.6068370524130774
2020,285380,Female,33,62,no,no,421.5,0.0,47.77,74,0,0,1,0,1,1,0.2551440329218107,0.8010262257696693,0.0,0.17556346381969157,0.2116848296142536
2020,285996,Female,32,157,no,yes,291.45,7.1,33.03,114,5,2,1,0,1,2,0.6460905349794238,0.5538768529076397,0.2149561005146836,0.39114770972722596,0.3804056391627747
2020,286521,Female,41,132,no,no,149.25,9.7,16.92,124,3,3,0,0,1,1,0.5432098765432098,0.2836374002280502,0.5732860520094561,0.830820770519263,0.48903736377789314
2020,287365,Male,51,149,no,no,356.4,9.1,40.39,111,9,3,0,0,1,1,0.6131687242798354,0.6773090079817559,0.22530329289428075,0.3114478114478115,0.22029060716139087
2020,287839,Female,30,165,no,no,364.35,0.0,41.29,126,0,0,1,0,1,1,0.6790123456790124,0.6924173318129988,0.0,0.34582132564841495,0.28582857637087017
2020,287872,Male,37,83,yes,no,407.25,11.7,46.16,105,4,4,1,0,2,1,0.34156378600823045,0.7739452679589509,0.25346620450606594,0.2578268876611418,0.2301721155509428
2020,288193,Male,42,24,no,no,398.4,11.1,45.15,105,6,3,2,1,1,1,0.09876543209876543,0.7571265678449258,0.24584717607973428,0.2635542168674699,0.31750562186472936
2020,288898,Male,36,107,yes,no,351.15,10.0,39.8,100,3,3,1,0,2,1,0.4403292181069959,0.6673318129988597,0.25125628140703515,0.2847785846504343,0.30295364123854013
2020,289421,Male,46,62,no,yes,279.6,11.1,31.69,103,3,3,2,1,1,2,0.2551440329218107,0.5313568985176739,0.3502682234143262,0.36838340486409155,0.47163120567375894
2020,289791,Female,39,100,no,no,160.5,12.8,18.19,74,3,4,4,1,1,1,0.411522633744856,0.3050171037628278,0.7036833424958768,0.46105919003115264,0.7778498529666149
2020,290221,Male,23,122,yes,yes,324.6,12.7,36.79,99,4,4,1,0,2,2,0.5020576131687243,0.6168757126567845,0.3452025006795325,0.3049907578558225,0.33739837398373984
2020,290450,Male,27,153,no,no,277.95,15.1,31.5,124,3,5,1,0,1,1,0.6296296296296297,0.5282212086659064,0.47936507936507944,0.4461234034898363,0.39791991005016447
2020,291133,Male,44,2,yes,no,198.15,9.1,22.46,119,1,3,2,1,2,1,0.00823045267489712,0.3765678449258837,0.4051647373107746,0.6005551349987384,0.5773006400276769
2020,291557,Female,41,130,no,no,102.6,10.4,11.63,139,4,3,0,0,1,1,0.5349794238683128,0.19498289623717216,0.8942390369733447,1.354775828460039,0.5495588998443177
2020,293282,Female,36,109,no,no,333.3,10.9,37.77,88,5,3,1,0,1,1,0.448559670781893,0.6334093500570125,0.28858882711146405,0.264026402640264,0.3261113994118665
2020,293407,Male,60,93,yes,yes,281.25,12.1,31.88,127,4,4,1,0,2,2,0.38271604938271603,0.5344925883694412,0.3795483061480551,0.45155555555555554,0.39363864383324687
2020,294259,Female,27,91,no,yes,348.6,12.3,39.51,128,3,4,3,0,1,2,0.37448559670781895,0.6624857468643102,0.3113135914958238,0.3671830177854274,0.45796574987026467
2020,294356,Female,33,115,no,yes,213.15,9.6,24.16,114,4,3,1,0,1,2,0.4732510288065844,0.4050741163055872,0.3973509933774835,0.5348346235045742,0.481988410309635
2020,294402,Male,33,156,no,no,185.55,13.1,21.03,82,4,4,1,0,1,1,0.6419753086419753,0.3526225769669327,0.6229196386115073,0.44192939908380485,0.5177953641238542
2020,294650,Female,33,73,no,no,319.5,13.5,36.21,89,3,4,0,0,1,1,0.3004115226337449,0.6071835803876853,0.3728251864125932,0.27856025039123633,0.2681629475869227
2020,294829,Female,57,128,no,yes,334.35,10.8,37.89,101,4,3,0,0,1,2,0.5267489711934157,0.6354047890535918,0.28503562945368177,0.30207866008673545,0.248897249610794
2020,294869,Female,59,135,no,no,395.7,8.4,44.85,112,2,3,5,1,1,1,0.5555555555555556,0.7519954389965792,0.18729096989966554,0.28304270912307306,0.5485642622383672
2020,294876,Female,34,115,yes,no,374.85,15.3,42.48,121,6,5,1,1,2,1,0.4732510288065844,0.7123717217787913,0.36016949152542377,0.3227957849806589,0.27220636568067813
2020,295360,Female,32,3,no,yes,101.1,11.4,11.46,93,2,4,2,0,1,2,0.012345679012345678,0.1921322690992018,0.9947643979057591,0.9198813056379822,0.7032087874070231
2020,295884,Male,37,66,no,yes,160.05,12.1,18.14,117,2,4,1,0,1,2,0.2716049382716049,0.3041619156214367,0.6670341786108048,0.7310215557638238,0.5508778758000347
2020,297530,Male,36,161,no,no,332.55,6.5,37.69,113,4,2,3,0,1,1,0.6625514403292181,0.6319840364880274,0.172459538339082,0.3397985265373628,0.47878827192527246
2020,298925,Female,26,149,no,no,103.65,6.3,11.75,53,3,2,1,0,1,1,0.6131687242798354,0.1969783352337514,0.5361702127659574,0.5113362276893391,0.6240486075073517
2020,299315,Male,38,140,no,no,224.7,8.1,25.47,124,2,3,1,0,1,1,0.5761316872427984,0.4270239452679589,0.3180212014134276,0.5518469069870939,0.4670039785504239
2020,299771,Male,39,120,no,yes,359.1,7.7,40.7,132,3,3,0,0,1,2,0.49382716049382713,0.6824401368301026,0.18918918918918926,0.36758563074352546,0.21678775298391284
2020,300117,Female,39,111,no,yes,308.25,14.0,34.94,95,4,4,1,0,1,2,0.4567901234567901,0.5858038768529076,0.4006868918145392,0.308191403081914,0.35861010205846744
2020,301154,Female,48,136,no,yes,135.6,13.1,15.37,115,4,4,0,0,1,2,0.5596707818930041,0.2576966932725199,0.852309694209499,0.8480825958702065,0.5067462376751427
2020,302061,Female,42,129,yes,no,401.1,5.9,45.46,146,4,2,1,0,2,1,0.5308641975308642,0.7622576966932725,0.12978442586889571,0.3639990027424582,0.23815083895519812
2020,302751,Male,58,138,no,no,362.7,11.8,41.11,104,7,4,3,0,1,1,0.5679012345679012,0.6892816419612314,0.28703478472391153,0.2867383512544803,0.4396730669434355
2020,302827,Male,27,115,no,no,198.0,0.0,22.44,114,0,0,3,0,1,1,0.4732510288065844,0.3762827822120866,0.0,0.5757575757575758,0.65334717176959
2020,302854,Female,47,152,no,no,151.8,7.5,17.2,124,3,3,2,0,1,1,0.6255144032921811,0.28848346636259975,0.436046511627907,0.8168642951251647,0.6374329700743817
2020,302973,Female,54,79,no,no,62.85,11.4,7.12,55,5,4,1,0,1,1,0.32510288065843623,0.11944127708095781,1.601123595505618,0.8750994431185362,0.6769806261892407
2020,303264,Male,31,144,no,yes,377.4,12.2,42.77,97,3,4,2,0,1,2,0.5925925925925926,0.7172177879133408,0.2852466682253916,0.25702172760996295,0.34475004324511344
2020,303368,Male,24,91,no,no,231.6,11.7,26.25,81,4,4,5,1,1,1,0.37448559670781895,0.4401368301026225,0.44571428571428573,0.34974093264248707,0.7614599550250823
2020,303867,Male,36,80,no,no,299.7,5.5,33.97,94,4,2,1,0,1,1,0.3292181069958848,0.5695553021664765,0.16190756549896967,0.313646980313647,0.36970247362048103
2020,304690,Male,35,58,yes,yes,214.2,8.9,24.28,105,4,3,1,0,2,2,0.23868312757201646,0.40706955530216643,0.3665568369028006,0.4901960784313726,0.48062618924061595
2020,306659,Male,41,126,no,no,384.75,7.0,43.61,122,5,2,3,0,1,1,0.5185185185185185,0.7311858608893956,0.1605136436597111,0.3170890188434048,0.41106642449403225
2020,307302,Male,45,117,no,yes,331.95,4.4,37.62,87,4,2,0,0,1,2,0.48148148148148145,0.6308437856328392,0.11695906432748537,0.26208766380478987,0.25201089776855223
2020,307639,Male,42,87,no,no,284.25,13.4,32.22,93,3,4,1,0,1,1,0.35802469135802467,0.540193842645382,0.4158907510862818,0.32717678100263853,0.38974658363604914
2020,308005,Female,37,93,no,no,407.4,10.9,46.17,121,3,3,2,0,1,1,0.38271604938271603,0.7742303306727479,0.2360840372536278,0.2970054000981836,0.3058294412731362
2020,309090,Female,34,106,no,no,311.85,14.4,35.34,143,7,4,4,0,1,1,0.43621399176954734,0.5926453819840365,0.40747028862478774,0.4585537918871252,0.58149541601799
2020,309187,Male,35,121,no,no,255.6,11.2,28.97,87,3,4,0,1,1,1,0.49794238683127573,0.4857468643101482,0.3866068346565412,0.3403755868544601,0.35106382978723416
2020,310110,Male,42,139,no,no,201.6,10.2,22.85,125,2,3,5,1,1,1,0.5720164609053497,0.38312428734321546,0.4463894967177242,0.6200396825396826,0.8003805569970595
2020,310844,Female,24,132,no,no,176.4,8.8,19.99,94,5,3,1,0,1,1,0.5432098765432098,0.33523375142531353,0.4402201100550276,0.5328798185941043,0.5296661477253071
2020,310937,Female,41,88,no,no,303.3,11.8,34.37,99,2,4,2,0,1,1,0.36213991769547327,0.5763968072976055,0.3433226651149258,0.3264094955489614,0.44088393011589694
2020,311076,Male,36,74,yes,no,188.7,14.1,21.39,143,4,4,1,1,2,1,0.3045267489711934,0.3586088939566704,0.6591865357643758,0.7578166401695814,0.5137087009167964
2020,311792,Male,21,150,no,no,268.35,13.8,30.41,100,3,4,4,1,1,1,0.6172839506172839,0.5099771949828963,0.4537980927326537,0.3726476616359232,0.6379302888773569
2020,313796,Male,32,78,no,no,224.55,9.7,25.45,126,8,3,0,0,1,1,0.32098765432098764,0.4267388825541619,0.381139489194499,0.561122244488978,0.39134665282823045
2020,314042,Male,32,87,no,no,166.35,6.2,18.85,131,5,2,1,0,1,1,0.35802469135802467,0.31613454960091214,0.3289124668435013,0.7874962428614367,0.5427045493859195
2020,314937,Male,38,86,no,yes,235.8,8.4,26.72,109,5,3,3,0,1,2,0.35390946502057613,0.44811858608893956,0.3143712574850299,0.46225614927905,0.6043072132848988
2020,316144,Male,33,87,no,no,257.4,13.8,29.17,114,4,4,0,0,1,1,0.35802469135802467,0.4891676168757126,0.4730887898525883,0.44289044289044294,0.34872859366891545
2020,316193,Female,37,30,no,no,254.85,11.4,28.88,93,7,4,1,0,1,1,0.12345679012345678,0.484321550741163,0.3947368421052633,0.3649205414949971,0.4278887735685868
2020,316925,Male,28,159,yes,no,385.65,8.8,43.71,82,6,3,1,1,2,1,0.654320987654321,0.7328962371721778,0.20132692747655012,0.21262803059769222,0.2581949489707664
2020,317767,Female,30,134,no,yes,214.35,10.8,24.29,96,6,3,1,0,1,2,0.551440329218107,0.40735461801596345,0.44462741869081934,0.44786564030790765,0.480431586230756
2020,317908,Female,41,181,yes,no,241.95,14.1,27.42,98,3,4,0,1,2,1,0.7448559670781894,0.45980615735461794,0.5142231947483589,0.4050423641248192,0.3687727036844837
2020,318498,Male,30,164,no,no,240.9,9.0,27.3,112,3,3,1,0,1,1,0.6748971193415638,0.4578107183580387,0.3296703296703296,0.46492320464923204,0.4459868534855563
2020,318596,Male,24,67,no,yes,368.1,7.5,41.72,136,6,3,1,0,1,2,0.2757201646090535,0.6995438996579247,0.17976989453499526,0.3694648193425699,0.28096350112437296
2020,319756,Male,30,153,no,yes,353.4,15.4,40.05,103,9,5,0,0,1,2,0.6296296296296297,0.6716077537058152,0.3845193508114856,0.29145444255800795,0.22418266735858858
2020,320313,Female,38,75,no,no,175.95,12.2,19.94,82,3,4,1,0,1,1,0.30864197530864196,0.3343785632839224,0.6118355065195586,0.4660414890593919,0.5302499567548868
2020,320367,Male,34,125,no,no,273.45,11.6,30.99,96,7,4,2,0,1,1,0.51440329218107,0.5196693272519953,0.3743142949338496,0.3510696653867252,0.4796099290780143
2020,320845,Male,38,30,no,no,217.5,7.1,24.65,134,4,2,3,0,1,1,0.12345679012345678,0.41334093500570124,0.28803245436105485,0.6160919540229886,0.628048780487805
2020,322209,Male,57,124,yes,no,366.9,11.3,41.58,114,4,4,1,0,2,1,0.5102880658436214,0.6972633979475483,0.27176527176527177,0.3107113654946852,0.28252032520325215
2020,322710,Female,48,82,no,yes,245.7,8.8,27.85,95,2,3,2,0,1,2,0.3374485596707819,0.4669327251995438,0.3159784560143627,0.38665038665038665,0.5156114859020932
2020,322846,Male,35,174,no,no,288.15,11.4,32.66,54,4,4,1,0,1,1,0.7160493827160493,0.5476054732041048,0.3490508266993264,0.18740239458615307,0.3846869053796922
2020,322987,Male,75,56,no,no,295.5,10.6,33.49,91,6,3,2,0,1,1,0.23045267489711935,0.5615735461801595,0.316512391758734,0.3079526226734349,0.45100328662861106
2020,323843,Male,27,94,no,no,265.65,5.9,30.11,108,4,2,1,0,1,1,0.3868312757201646,0.5048460661345495,0.19594818997010954,0.4065499717673631,0.4138773568586751
2020,323959,Female,37,56,no,no,339.0,6.9,38.42,142,11,2,1,0,1,1,0.23045267489711935,0.6442417331812998,0.17959396147839657,0.41887905604719766,0.31871648503719086
2020,324223,Male,35,90,no,no,268.8,9.2,30.46,58,6,3,2,0,1,1,0.37037037037037035,0.5108323831242874,0.30203545633617856,0.2157738095238095,0.4856426223836707
2020,324254,Female,37,56,no,no,136.65,11.9,15.49,89,8,4,2,0,1,1,0.23045267489711935,0.2596921322690992,0.7682375726275016,0.6512989388949871,0.6570878740702301
2020,325195,Female,58,107,no,no,184.65,9.3,20.93,82,5,3,0,0,1,1,0.4403292181069959,0.35091220068415047,0.444338270425227,0.4440834010289737,0.4431110534509601
2020,325869,Female,23,80,no,no,297.15,9.3,33.68,76,3,3,3,0,1,1,0.3292181069958848,0.5647092360319269,0.27612826603325413,0.2557630826182063,0.5247145822522057
2020,325890,Female,52,117,no,yes,324.0,11.8,36.72,112,4,4,0,0,1,2,0.48148148148148145,0.6157354618015963,0.32135076252723316,0.345679012345679,0.26232485729112615
2020,326310,Male,48,117,no,no,154.2,10.1,17.48,105,7,3,1,0,1,1,0.48148148148148145,0.2930444697833523,0.5778032036613272,0.6809338521400778,0.5584673931845703
2020,326499,Female,24,55,no,yes,333.75,9.7,37.83,114,2,3,1,0,1,2,0.22633744855967078,0.6342645381984036,0.2564102564102564,0.3415730337078652,0.3255275903822869
2020,327465,Male,31,177,no,no,127.35,7.5,14.43,66,5,3,2,0,1,1,0.7283950617283951,0.24201824401368296,0.5197505197505198,0.5182567726737338,0.669153260681543
2020,327680,Male,43,110,no,no,111.75,9.8,12.67,101,7,3,3,0,1,1,0.45267489711934156,0.21237172177879132,0.7734806629834254,0.9038031319910514,0.7652439024390245
2020,328454,Female,41,148,no,yes,313.8,16.5,35.56,105,4,5,2,0,1,2,0.6090534979423868,0.5963511972633979,0.4640044994375703,0.3346080305927342,0.42726171942570496
2020,328695,Male,42,74,no,no,300.6,10.0,34.07,118,2,3,1,0,1,1,0.3045267489711934,0.5712656784492588,0.29351335485764607,0.3925482368596141,0.3685348555613216
2020,329105,Male,39,163,no,yes,329.4,13.8,37.33,88,8,4,2,0,1,2,0.6707818930041153,0.6259977194982895,0.36967586391642115,0.2671523982999393,0.4070230064002769
2020,329544,Male,45,118,no,no,379.8,9.7,43.04,108,7,3,2,0,1,1,0.48559670781893005,0.7217787913340935,0.2253717472118958,0.2843601895734597,0.34163639508735516
2020,330007,Male,45,98,no,no,407.1,11.1,46.14,118,6,3,4,1,1,1,0.40329218106995884,0.7736602052451539,0.24057217165149547,0.2898550724637681,0.45792250475696256
2020,330054,Female,42,81,no,no,230.25,6.3,26.1,86,2,2,2,0,1,1,0.3333333333333333,0.43757126567844923,0.24137931034482762,0.3735070575461455,0.5356555959176614
2020,330819,Male,39,81,no,no,249.3,13.2,28.25,68,2,4,4,0,1,1,0.3333333333333333,0.47377423033067273,0.4672566371681416,0.27276373846770957,0.6626448711295625
2020,330847,Male,20,193,no,no,145.2,10.9,16.46,115,5,3,2,1,1,1,0.7942386831275721,0.2759407069555302,0.6622114216281896,0.7920110192837466,0.6459955025082167
2020,331582,Female,46,128,no,yes,213.45,16.0,24.19,81,6,5,1,0,1,2,0.5267489711934157,0.40564424173318125,0.6614303431169904,0.37947997189037247,0.48159920428991526
2020,331980,Male,57,151,no,no,268.05,9.8,30.38,101,4,3,0,0,1,1,0.6213991769547325,0.5094070695553021,0.32258064516129037,0.37679537399738855,0.33491177996886357
2020,333701,Female,50,78,no,no,243.45,10.1,27.59,100,3,3,2,0,1,1,0.32098765432098764,0.4626567844925883,0.36607466473359906,0.4107619634421853,0.5185305310499915
2020,334011,Female,45,148,no,no,186.6,11.3,21.15,99,6,4,0,0,1,1,0.6090534979423868,0.35461801596351195,0.5342789598108748,0.5305466237942122,0.4405812143227816
2020,334129,Female,38,100,no,no,353.7,7.3,40.09,122,1,2,2,0,1,1,0.411522633744856,0.6721778791334093,0.18209029683212763,0.34492507774950526,0.3754973188029753
2020,334134,Male,33,171,no,yes,334.8,10.2,37.94,90,3,3,3,0,1,2,0.7037037037037037,0.6362599771949828,0.2688455455983131,0.26881720430107525,0.4758692267773742
2020,334427,Male,33,139,no,no,354.9,11.1,40.22,118,2,3,1,1,1,1,0.5720164609053497,0.6744583808437855,0.27598209845847843,0.33248802479571715,0.29808856599204303
2020,334542,Female,40,123,no,no,238.65,6.5,27.05,120,1,2,1,0,1,1,0.5061728395061729,0.4535347776510832,0.24029574861367842,0.502828409805154,0.44890589863345454
2020,334622,Male,31,132,no,yes,302.85,13.7,34.32,92,5,4,0,0,1,2,0.5432098765432098,0.5755416191562144,0.39918414918414913,0.30378074954597983,0.28976388168137
2020,335573,Female,66,66,no,no,250.95,10.6,28.44,118,5,3,1,1,1,1,0.2716049382716049,0.47690992018244005,0.37271448663853723,0.4702131898784619,0.4329484518249439
